key	ANDREA_MYSTERY_GENOME_SORTED	EMILY_MYSTERY_GENOME_SORTED	EVAN_MYSTERY_GENOME_SORTED	ISAAC_MYSTERY_GENOME_SORTED	KAREN_MYSTERY_GENOME_SORTED
1179	19.906930693069306	23.0006600660066	21.93003300330033	33.95247524752475	42.18877887788779
1180	18.972049689440993	22.267080745341616	19.079710144927535	34.63664596273292	33.99585921325052
1181	21.86950904392765	20.987080103359173	20.657622739018088	34.73772609819122	36.542635658914726
3680	18.901311249137336	22.41407867494824	15.939268461007591	35.270531400966185	35.15320910973085
3681	19.729232386961094	23.96004206098843	18.747634069400632	37.92534174553102	39.72082018927445
3682	17.049783549783548	25.10822510822511	16.207792207792206	36.70995670995671	39.23593073593074
3683	18.52889163068065	24.173555418465966	17.29467406950442	36.58564672013161	41.10096648159572
3684	21.21171171171171	27.36036036036036	21.463963963963963	37.2027027027027	37.950450450450454
3685	17.810897435897434	24.814102564102566	21.746794871794872	35.45192307692308	38.39423076923077
3686	19.64995602462621	24.100263852242744	18.552330694810905	33.52066842568162	41.810905892700085
3687	17.735478105451296	23.176943699731904	18.28909740840036	33.37846291331546	39.84986595174263
3688	21.32660612176253	22.627312478977466	20.554658594012782	35.381096535486044	38.198116380760176
3689	24.002244668911334	24.823793490460158	20.048260381593714	30.48709315375982	40.80246913580247
3676	22.804738562091504	20.51062091503268	19.054738562091504	34.68790849673203	38.19934640522876
3677	16.723723723723722	17.06006006006006	25.02102102102102	35.2012012012012	41.525525525525524
3678	18.77368040491685	20.960954446854664	18.994215473608097	32.246565437454805	42.88069414316703
3679	22.0906432748538	23.46345029239766	17.3406432748538	38.30701754385965	39.264619883040936
3001	21.339986693280107	21.50964737192282	18.40319361277445	38.14304723885562	39.82168995342648
3002	17.27029360967185	25.721070811744386	16.857512953367877	37.6580310880829	42.60276338514681
3003	21.958839406207826	26.172739541160595	19.170715249662617	32.52564102564103	39.91025641025641
3004	17.174157303370787	21.653558052434455	18.282771535580526	36.837078651685395	37.059925093632955
3005	23.74174174174174	25.345345345345347	20.696696696696698	31.75075075075075	40.132132132132135
3006	22.210526315789473	26.66885964912281	19.723684210526315	32.324561403508774	31.719298245614034
3007	20.515350877192983	22.07894736842105	13.649122807017545	40.72149122807018	35.38377192982456
3008	17.571428571428573	23.25652841781874	20.136712749615974	38.77880184331797	42.39170506912443
3009	25.95897435897436	26.91794871794872	19.335897435897436	39.8	37.725641025641025
3010	19.968824940047963	23.93285371702638	17.760191846522783	38.5515587529976	40.79136690647482
3011	21.575539568345324	20.25779376498801	21.27817745803357	33.84172661870504	37.34172661870504
3012	23.88314176245211	26.29310344827586	17.14367816091954	34.23946360153257	27.375478927203066
3013	18.645045045045045	22.985585585585586	17.47927927927928	40.765765765765764	37.35315315315315
3014	19.745257452574524	26.481029810298104	16.53252032520325	35.59349593495935	39.14769647696477
3015	23.5580404685836	23.83280085197018	15.61874334398296	38.722044728434504	40.04898828541001
3016	18.785290628707	26.442467378410438	16.842230130486357	36.208778173190986	41.915776986951364
3017	23.828282828282827	24.474747474747474	20.934343434343436	32.75252525252525	44.03030303030303
3018	22.48170731707317	19.504065040650406	21.739837398373982	38.896341463414636	34.09552845528455
3019	18.826666666666668	23.346666666666668	20.232	26.530666666666665	39.67466666666667
3020	20.03954802259887	23.093220338983052	17.23728813559322	34.601694915254235	34.83050847457627
3021	26.06756756756757	19.783783783783782	17.833333333333332	37.009009009009006	41.47747747747748
3022	21.51781970649895	20.0167714884696	19.0	35.121593291404615	37.677148846960165
3023	23.455696202531644	20.449367088607595	14.651898734177216	39.60337552742616	40.15822784810127
3024	16.646341463414632	25.317073170731707	20.276422764227643	41.99186991869919	29.67479674796748
3025	19.150851581508515	26.695863746958636	18.67396593673966	35.1021897810219	40.805352798053526
3026	16.087591240875913	29.727493917274938	19.739659367396595	30.503649635036496	40.693430656934304
3027	20.369883040935672	19.593567251461987	17.466374269005847	36.26754385964912	41.47953216374269
1280	18.89236111111111	20.197916666666668	18.897569444444443	42.138888888888886	37.029513888888886
1281	22.185867895545314	24.7357910906298	17.391705069124423	32.22119815668203	38.685099846390166
1282	21.948798328108673	22.96551724137931	16.861024033437825	34.53291536050157	41.994775339602924
1283	19.970833333333335	27.964583333333334	20.360416666666666	40.770833333333336	34.71875
1284	21.57111111111111	24.752222222222223	19.088333333333335	36.41722222222222	39.51555555555556
1285	19.164102564102564	22.855384615384615	19.45128205128205	35.403076923076924	40.85948717948718
1286	22.980910425844346	21.505139500734213	15.06754772393539	33.38913362701909	41.18502202643172
1287	20.235099337748345	20.99337748344371	17.70860927152318	38.375275938189844	42.958057395143484
1288	18.722908093278463	23.795610425240056	17.57201646090535	37.091906721536354	37.17283950617284
1289	23.37431693989071	22.040983606557376	21.080601092896174	32.40710382513661	42.71994535519126
1290	21.435695538057743	23.477690288713912	18.46981627296588	37.54330708661417	36.338582677165356
1291	22.042145593869733	20.992337164750957	14.49808429118774	34.75478927203065	31.885057471264368
1292	17.527679623085984	21.763250883392224	17.024734982332156	38.81036513545347	38.948174322732626
1293	18.495283018867923	25.36320754716981	17.871069182389938	32.490566037735846	37.655660377358494
1294	17.011904761904763	20.224206349206348	16.996031746031747	34.517857142857146	37.763888888888886
1295	20.29865125240848	22.177263969171484	18.794476557482337	37.66217084136159	37.74309569685292
1275	18.848639455782312	21.476190476190474	21.772108843537413	43.19897959183673	38.644557823129254
1276	21.921768707482993	24.434240362811792	18.931972789115648	36.034013605442176	41.42176870748299
1277	18.985767790262173	23.725093632958803	19.71760299625468	35.952059925093636	40.687640449438206
1278	20.74932249322493	20.437669376693766	21.303523035230352	31.976964769647697	40.58943089430894
1279	16.316081330868762	21.75908810844116	15.961182994454713	33.17498459642637	40.71719038817005
2944	20.256335282651072	23.516569200779728	19.093567251461987	32.8849902534113	41.37719298245614
2945	21.956363636363637	20.63878787878788	17.59151515151515	34.76969696969697	41.49333333333333
2946	17.057632398753896	23.757009345794394	19.580996884735203	33.21028037383178	44.953271028037385
2947	15.02116402116402	24.3015873015873	17.96825396825397	36.32804232804233	46.976190476190474
2948	18.119444444444444	30.205555555555556	23.708333333333332	36.95	36.48888888888889
2949	20.059360730593607	24.72648401826484	18.588584474885845	35.47716894977169	39.89132420091324
2950	19.97629009762901	22.45955369595537	18.294281729428175	33.94979079497908	39.8465829846583
2951	25.171679197994987	23.887218045112782	23.546365914786968	33.24937343358396	32.609022556390975
2952	16.407960199004975	20.117412935323383	19.176119402985076	33.90049751243781	36.03681592039801
2953	17.384735202492212	18.485981308411215	13.230529595015577	37.5	41.46884735202492
2954	19.14076246334311	25.467253176930598	15.883675464320625	34.71065493646139	35.36950146627566
2955	22.334567901234568	27.309876543209878	17.482716049382717	31.066666666666666	38.214814814814815
2956	17.063607085346217	21.96135265700483	20.55716586151369	34.911433172302736	42.79790660225443
2957	20.658227848101266	33.85232067510549	18.68776371308017	29.877637130801688	37.82700421940928
2958	21.866666666666667	23.355102040816327	20.257142857142856	36.88843537414966	37.95918367346939
2938	20.383333333333333	23.151041666666668	19.866666666666667	38.26145833333333	44.93958333333333
2939	23.926356589147286	20.848837209302324	10.267441860465116	30.81782945736434	40.51162790697674
2940	19.76867816091954	20.028735632183906	23.179597701149426	33.47844827586207	36.94827586206897
2941	18.887037037037036	22.66111111111111	25.855555555555554	33.925925925925924	36.96666666666667
2942	19.855938697318006	20.97624521072797	18.29272030651341	32.95095785440613	39.11417624521073
2943	18.734806629834253	20.552486187845304	20.23756906077348	34.874769797421735	43.5414364640884
1056	19.770258236865537	22.217275155832592	18.57732264766993	35.0602552686257	41.013950727218756
1057	19.512634129456558	24.67808930425753	18.292488750432675	34.586708203530634	38.415368639667705
1058	21.055038103302287	24.19813717188823	17.759243578887947	35.61924922382162	41.66779565340107
1059	20.634920634920636	22.98193760262726	19.25232621784346	33.46743295019157	36.61193212917351
1060	22.5975975975976	26.64264264264264	21.865615615615617	32.35735735735736	36.503753753753756
1061	21.923444976076556	24.5518341307815	16.699362041467303	35.54545454545455	40.53349282296651
1062	19.07650273224044	24.459927140255008	16.183970856102004	36.029143897996356	38.857012750455375
1063	21.192069392812886	22.489467162329618	18.688971499380422	33.940520446096656	37.17100371747212
1064	17.54054054054054	22.43243243243243	24.806306306306308	30.74774774774775	35.53378378378378
1065	17.708126036484245	24.066334991708125	20.129353233830845	36.075456053067995	41.46102819237148
1066	22.026315789473685	14.346491228070175	19.44736842105263	36.59649122807018	34.26315789473684
2371	19.297405189620758	22.58682634730539	17.027944111776446	37.483033932135726	40.35429141716567
2372	19.200341005967605	20.759590792838875	18.51065643648764	37.87553282182438	37.18840579710145
2373	19.886377903327055	21.278091650973007	17.995605775266792	36.27055869428751	37.68173258003767
2374	18.30806608357629	19.826044703595723	16.47813411078717	33.72400388726919	43.452866861030124
2375	25.205729166666668	26.20703125	20.927083333333332	34.307291666666664	41.71875
2376	21.867012089810018	23.16062176165803	20.464594127806564	36.37478411053541	38.994818652849744
2377	19.238962472406183	21.805187637969095	20.810154525386313	32.08664459161148	38.96026490066225
2378	19.77947598253275	24.36098981077147	18.91193595342067	35.42940320232896	45.99272197962154
2379	20.054502369668246	19.44470774091627	19.24960505529226	34.54739336492891	41.15086887835703
2380	21.373094764744863	21.190854870775347	18.52286282306163	36.178263750828364	40.3949635520212
2381	21.59438775510204	24.461734693877553	17.083333333333332	34.94897959183673	37.78741496598639
2382	18.899817850637522	24.588949605343046	18.569520340012144	32.92228293867638	38.05160898603521
2383	20.960826210826212	21.77207977207977	20.02849002849003	34.19301994301994	41.5534188034188
2384	17.631182795698926	23.9247311827957	19.182795698924732	32.85698924731183	42.93440860215054
2385	19.06067588325653	22.223502304147466	16.712749615975422	33.66129032258065	36.754992319508446
2386	18.90138888888889	21.125	22.16111111111111	36.140277777777776	33.24583333333333
4174	22.582107843137255	21.07107843137255	15.944852941176471	37.46200980392157	41.90318627450981
4175	18.43864118895966	22.675583864118895	21.007643312101912	37.32823779193206	35.94352441613588
4176	20.564102564102566	23.92229992229992	20.013209013209014	35.66433566433567	39.609168609168606
4177	20.618181818181817	26.054545454545455	17.865656565656565	36.05353535353535	42.26868686868687
4178	24.37956204379562	26.22506082725061	17.659367396593673	30.177615571776155	40.941605839416056
4179	22.582010582010582	25.224867724867725	23.746031746031747	28.33862433862434	41.164021164021165
4180	17.051008303677342	19.920521945432977	19.691577698695138	34.880189798339266	41.94661921708185
4181	16.761421319796955	25.416243654822335	15.692047377326565	30.996615905245346	34.67343485617597
4182	16.96672034353194	25.68652710681696	17.778851315083198	33.33870101986044	38.23671497584541
4183	22.875706214689266	24.04708097928437	18.271186440677965	36.16572504708098	42.19774011299435
4184	20.192942942942942	24.915915915915917	18.053303303303302	35.18468468468468	42.015765765765764
4185	20.51736111111111	23.055555555555557	15.229166666666666	33.3125	34.75694444444444
4186	21.063714063714063	21.794871794871796	24.364413364413366	35.473193473193476	41.57653457653458
4187	16.505307855626327	25.735668789808916	18.82484076433121	36.54140127388535	37.94904458598726
4188	18.49546044098573	20.03242542153048	18.172503242542152	37.26199740596628	39.345006485084305
4189	18.929372937293728	23.822442244224423	17.68910891089109	35.1029702970297	36.71947194719472
4190	21.904636920384952	22.37970253718285	19.835520559930007	36.39545056867892	38.75153105861767
4191	22.426929392446635	24.68144499178982	19.61576354679803	34.16912972085386	40.545155993431855
1362	21.404371584699454	20.03688524590164	14.368852459016393	37.12431693989071	41.0655737704918
1363	19.036761053154496	21.060109289617486	19.350223546944857	32.98907103825137	41.70293094883259
1364	23.94927536231884	20.60144927536232	18.458937198067634	37.60386473429951	46.309178743961354
1365	22.23847167325428	25.00395256916996	19.3965744400527	35.37022397891963	38.745718050065875
1366	25.52962962962963	19.122222222222224	16.814814814814813	33.925925925925924	34.077777777777776
1367	19.684149184149184	23.291958041958043	16.41724941724942	34.88578088578089	39.63811188811189
1368	18.506008855154967	21.719165085388994	19.597722960151803	36.14864010120177	39.81846932321316
1369	16.10599078341014	24.741935483870968	22.10599078341014	35.133640552995395	43.51766513056835
1370	19.87031408308004	25.820668693009118	17.091185410334347	33.04660587639311	38.97467071935157
1371	18.38377192982456	25.087719298245613	21.978070175438596	29.787280701754387	36.3640350877193
1372	19.02239789196311	29.014492753623188	22.24505928853755	36.76943346508564	39.77470355731225
1373	18.303120356612183	22.967310549777118	19.337790985636452	33.56909361069837	36.67706785537395
1374	22.446601941747574	25.87702265372168	16.234627831715212	37.17152103559871	43.726537216828476
1375	16.743099787685775	18.687898089171973	16.301486199575372	36.62632696390658	40.8619957537155
1376	19.830715532286213	25.895287958115183	16.919720767888307	33.59860383944154	38.8411867364747
1377	19.621160409556314	21.708759954493743	18.75995449374289	37.50739476678043	43.05574516496018
1378	20.291787439613525	22.6280193236715	17.658937198067633	31.22415458937198	39.76328502415459
1379	20.173160173160174	19.696969696969695	11.58874458874459	36.935064935064936	45.01731601731602
1380	17.7296918767507	18.127450980392158	20.949579831932773	32.65126050420168	39.338935574229694
1381	17.9625468164794	22.51310861423221	16.779026217228463	33.36704119850187	43.647940074906366
1382	18.127819548872182	22.032581453634084	21.24561403508772	31.2406015037594	45.147869674185465
1383	18.635416666666668	27.417824074074073	15.797453703703704	30.35763888888889	35.4212962962963
2592	19.066571564431765	21.824060865430337	22.66571564431764	34.282929148834995	39.160247265810746
2593	17.445945945945947	23.564564564564563	17.3993993993994	36.211711711711715	41.15765765765766
2594	20.90077071290944	21.713872832369944	19.48747591522158	34.47398843930636	42.59633911368015
2595	21.452793834296724	23.612716763005782	20.76878612716763	31.982658959537574	39.07129094412331
2596	16.88222222222222	25.79111111111111	16.97111111111111	32.44444444444444	43.08222222222222
2597	19.136752136752136	21.555555555555557	22.636752136752136	36.71367521367522	37.67948717948718
2598	20.873563218390803	23.160919540229884	21.867816091954023	37.46551724137931	39.4080459770115
2599	19.809876543209878	25.691358024691358	13.995061728395061	32.07901234567901	35.208641975308645
2600	19.74736842105263	23.936140350877192	19.55157894736842	36.05614035087719	43.8
2586	20.36280056577086	23.44931636020745	17.364450730787365	35.755775577557756	39.32814710042433
2587	22.061166429587484	23.963489805595067	16.917022285443338	32.23281175912755	40.63679468942627
2588	20.896713615023476	22.624413145539908	17.206572769953052	40.60093896713615	44.80281690140845
2589	22.839805825242717	22.70873786407767	21.540453074433657	39.08576051779935	37.101941747572816
2590	17.855333333333334	23.60333333333333	17.638666666666666	35.13333333333333	38.60733333333334
2591	17.694915254237287	23.65536723163842	19.519774011299436	36.070621468926554	41.101694915254235
4325	18.678279569892474	25.186236559139786	16.93806451612903	34.75655913978495	42.7458064516129
4326	21.3953488372093	21.706533776301217	19.774086378737543	33.42746400885936	35.779623477297896
4327	17.73173173173173	24.945945945945947	18.237237237237238	34.346346346346344	40.06106106106106
4328	23.524555903866247	23.15569487983281	17.03239289446186	37.74817136886102	41.69801462904911
4329	18.333333333333332	25.0625	18.045572916666668	40.73046875	42.13671875
4330	18.6937984496124	20.98062015503876	12.267441860465116	35.848837209302324	40.52325581395349
4331	18.112204724409448	8.61286089238845	7.945538057742782	36.63385826771653	38.49409448818898
4332	19.616666666666667	24.904166666666665	20.825	49.6125	37.9
4333	23.234323432343235	20.085808580858085	17.74917491749175	31.095709570957094	39.31353135313531
4334	17.54014598540146	23.19829683698297	17.385644768856448	32.61800486618005	41.86496350364963
4335	20.107438016528924	23.65840220385675	17.948576675849402	36.07621671258035	40.6574839302112
4336	19.951629863301786	23.692954784437433	18.426919032597265	35.548895899053626	39.472134595162984
4337	20.77777777777778	24.353439153439155	19.942857142857143	33.21164021164021	41.55767195767196
4338	19.148245614035087	26.92105263157895	18.38684210526316	25.769298245614035	35.930701754385964
4339	19.255255255255257	21.77977977977978	15.1011011011011	36.6016016016016	38.06406406406406
4340	14.943396226415095	27.39622641509434	16.528301886792452	42.61006289308176	40.723270440251575
4341	16.84115805946792	22.145539906103288	18.705007824726135	34.68153364632238	41.06025039123631
4342	17.45662100456621	25.231354642313548	15.715372907153728	32.76407914764079	42.56925418569254
4343	21.895238095238096	27.409523809523808	17.314285714285713	29.114285714285714	47.05714285714286
3840	23.160493827160494	26.025925925925925	18.466666666666665	33.3320987654321	44.41111111111111
3841	19.327956989247312	24.443548387096776	16.1747311827957	31.74372759856631	37.50179211469534
3842	25.470404984423677	25.161993769470406	15.713395638629283	34.35514018691589	38.36448598130841
3843	18.40536723163842	23.801553672316384	20.25141242937853	34.6475988700565	38.18997175141243
3844	14.586206896551724	19.75862068965517	17.662835249042146	33.9080459770115	46.06130268199234
3845	17.421004566210044	24.427397260273974	17.27853881278539	33.78538812785388	42.087671232876716
3846	18.375586854460092	32.66197183098591	16.281690140845072	35.76056338028169	41.436619718309856
3847	22.86084142394822	22.245954692556634	20.812297734627833	32.63430420711974	36.01294498381877
3848	21.512328767123286	23.5324200913242	20.610958904109587	31.900456621004565	39.583561643835615
3849	19.832923832923832	23.68140868140868	19.1007371007371	35.75839475839476	38.172809172809174
3850	13.372549019607844	27.666666666666668	21.372549019607842	38.65686274509804	40.61764705882353
3851	21.08635578583765	24.878238341968913	16.715889464594127	35.05785837651123	41.91278065630397
3852	24.177884615384617	20.310897435897434	17.064102564102566	37.24198717948718	40.10897435897436
3853	19.977154724818277	24.116995500173072	18.574593284873657	36.923849082727585	41.50536517826237
3854	18.831794871794873	21.51076923076923	18.726153846153846	34.99076923076923	39.047179487179484
3855	24.062206572769952	25.110328638497652	18.853286384976524	31.27112676056338	42.882629107981224
3856	19.34903381642512	20.22584541062802	18.455314009661837	37.6268115942029	40.28502415458937
3857	18.1171875	23.04296875	18.82421875	30.108072916666668	42.71875
3835	19.171929824561403	24.073684210526316	19.410526315789475	29.733333333333334	42.28771929824561
3836	16.095870206489675	21.600294985250738	20.557522123893804	33.71976401179941	41.849557522123895
3837	18.192708333333332	23.8125	14.703125	34.557291666666664	40.5
3838	18.81714285714286	24.885714285714286	20.314285714285713	29.573333333333334	43.72190476190476
3839	19.143790849673202	24.021786492374726	18.525054466230937	35.97821350762527	39.79738562091503
2768	20.770833333333332	27.61574074074074	16.703703703703702	36.29398148148148	37.97222222222222
2769	22.969841269841268	24.65714285714286	17.5	31.333333333333332	36.925396825396824
2770	26.45959595959596	21.237373737373737	14.315656565656566	38.2020202020202	38.20959595959596
2771	17.78125	31.213541666666668	18.17361111111111	36.64756944444444	37.911458333333336
2772	17.60169491525424	23.76553672316384	14.245762711864407	31.60169491525424	34.48022598870057
2773	20.907859078590786	21.08130081300813	18.612466124661246	26.97289972899729	38.176151761517616
2774	21.44606413994169	27.17687074829932	19.01360544217687	33.23615160349854	38.64237123420797
2775	18.974137931034484	25.45689655172414	17.373563218390803	33.52298850574713	41.09770114942529
2776	22.654050464807437	23.807436918990703	15.118857901726427	31.932934926958833	40.135458167330675
2777	20.313245448838668	22.937225360954173	19.062774639045827	36.12366603892028	39.26993094789705
2778	18.507246376811594	19.231884057971016	21.92753623188406	29.980676328502415	33.01932367149758
2779	20.59149818558839	21.72265422498704	20.523068947641264	34.459823742871954	40.49300155520995
2780	21.737704918032787	20.633879781420767	18.12568306010929	33.67030965391621	45.81967213114754
2781	22.963541666666668	24.317708333333332	16.96875	34.786458333333336	44.833333333333336
2782	23.130864197530865	20.637037037037036	13.533333333333333	34.54074074074074	39.98271604938272
2783	17.875555555555554	21.551111111111112	17.475555555555555	25.288888888888888	40.41777777777778
2784	20.239583333333332	23.961805555555557	16.666666666666668	40.138888888888886	28.864583333333332
2785	24.07843137254902	20.758169934640524	16.30718954248366	36.3202614379085	38.71895424836601
2786	16.463675213675213	23.175213675213676	18.882478632478634	32.73076923076923	43.81837606837607
2787	26.28787878787879	30.704545454545453	18.65909090909091	36.878787878787875	39.984848484848484
2788	19.48314606741573	25.45505617977528	20.46816479400749	36.06554307116105	36.666666666666664
2789	19.323420074349443	23.291201982651796	21.687732342007436	31.335811648079307	39.55514250309789
2790	16.99537037037037	25.85185185185185	20.86574074074074	29.703703703703702	40.083333333333336
2791	19.032901833872707	20.95361380798274	19.62621359223301	35.15749730312837	43.28532901833873
2792	21.75	21.601190476190474	21.383928571428573	33.910714285714285	39.785714285714285
2793	20.81142857142857	21.598095238095237	19.017142857142858	34.06190476190476	40.77238095238095
3366	19.030097817908203	25.345372460496613	17.36719337848006	38.8352144469526	39.41309255079007
